2015-04-25,English Premier League,Week 34,Southampton,Tottenham,2.25,1.90,2.50
2015-04-25,English Premier League,Week 34,West Brom,Liverpool,3.20,2.40,1.80
2015-04-26,English Premier League,Week 34,Arsenal,Chelsea,2.15,2.05,1.90
2015-04-26,English Premier League,Week 34,Everton,Manchester United,2.80,2.40,1.90
